id,sqm,room,price,price_sqm,description,agency,url,region,date,source
31034095,25,1,45,1800000,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+vaci+utca/31034095,"Váci utca, V. kerület",2020-02-16,com
30872788,27,1,45,1666667,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+sas+utca/30872788,"Sas utca, V. kerület",2020-02-16,com
30095555,33,2,45,1363636,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+hercegprimas+utca/30095555,"Hercegprímás utca, V. kerület",2020-02-16,com
31021213,27,1,48.57,1734511,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+kepiro+utca+4/31021213,"Képíró utca 4, V. kerület",2020-02-16,com
30866308,32,1,49.9,1559375,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+vorosmarty+ter+5/30866308,"Vörösmarty tér 5, V. kerület",2020-02-16,com
31127440,30,1,51,1700000,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+belgrad+rakpart/31127440,"Belgrád rakpart, V. kerület",2020-02-16,com
30600256,32,1,51.9,1621875,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/panel-lakas/budapest+5+kerulet+vorosmarty+ter+5/30600256,"Vörösmarty tér 5, V. kerület",2020-02-16,com
30643273,33,1,58,1611111,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30643273,"Belváros, V. kerület",2020-02-16,com
31029475,30,1,74.9,2416129,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+marko+utca/31029475,"Markó utca, V. kerület",2020-02-16,com
31076698,26,1,24.89,957308,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+kalman+imre+utca/31076698,"Kálmán Imre utca, V. kerület",2020-02-23,com
30407710,26,1,24.9,957692,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30407710,"Lipótváros, V. kerület",2020-02-23,com
30787567,26,1,24.9,957692,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30787567,"Lipótváros, V. kerület",2020-02-23,com
31155946,26,1,24.9,957692,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+kalman+imre+utca/31155946,"Kálmán Imre utca, V. kerület",2020-02-23,com
31083901,26,1,24.9,957692,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/31083901,"Lipótváros, V. kerület",2020-02-23,com
30749671,26,1,24.9,957692,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+kalman+imre+utca/30749671,"Kálmán Imre utca, V. kerület",2020-02-23,com
29700953,26,1,24.9,957692,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+kalman+imre+utca+21/29700953,"Kálmán Imre utca 21, V. kerület",2020-02-23,com
28843394,32,1,49.9,1559375,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+karoly+korut/28843394,"Károly körút, V. kerület",2020-02-23,com
31111642,32,1,49.9,1535385,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/31111642,"Belváros, V. kerület",2020-02-23,com
28882784,32,1,49.9,1535385,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+karoly+korut/28882784,"Károly körút, V. kerület",2020-02-23,com
28547840,32,1,49.9,1535385,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/28547840,"Belváros, V. kerület",2020-02-23,com
31190476,31,1,58,1705882,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+apaczai+csere+janos+utca/31190476,"Apáczai Csere János utca, V. kerület",2020-02-23,com
31035283,31,1,58,1705882,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+apaczai+csere+janos+utca/31035283,"Apáczai Csere János utca, V. kerület",2020-02-23,com
30693871,33,1,75,2238806,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+marko+utca/30693871,"Markó utca, V. kerület",2020-02-23,com
31173238,33,1,75,2238806,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+marko+utca/31173238,"Markó utca, V. kerület",2020-02-23,com
30578596,33,1,75,2272727,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+marko+utca/30578596,"Markó utca, V. kerület",2020-02-23,com
31002787,27,2,22.7,840741,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+szent+istvan+korut/31002787,"Szent István körút, V. kerület",2020-02-23,com
30883570,32,1,29,906250,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+gerloczy+utca/30883570,"Gerlóczy utca, V. kerület",2020-02-23,com
30604219,27,1,32,1185185,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+karoly+korut/30604219,"Károly körút, V. kerület",2020-02-23,com
31226416,28,1,33,1178571,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+vadasz+utca+34/31226416,"Vadász utca 34, V. kerület",2020-02-23,com
30630931,29,1,33,1137931,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+gerloczy+utca/30630931,"Gerlóczy utca, V. kerület",2020-02-23,com
29953940,26,1,33.9,1303846,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+bajcsy-zsilinszky+ut/29953940,"Bajcsy-Zsilinszky út, V. kerület",2020-02-23,com
29809637,28,1,34.9,1246429,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+magyar+utca/29809637,"Magyar utca, V. kerület",2020-02-23,com
28502525,33,1,35.1,1063636,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/28502525,"Belváros, V. kerület",2020-02-23,com
31053457,33,1,35.5,1075758,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+szemere+utca/31053457,"Szemere utca, V. kerület",2020-02-23,com
31061767,29,1,36,1241379,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/31061767,"Lipótváros, V. kerület",2020-02-23,com
30849562,26,1,36.5,1403846,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+nagy+ignac+utca/30849562,"Nagy Ignác utca, V. kerület",2020-02-23,com
30230828,32,1,36.5,1140625,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+szent+istvan+korut+25/30230828,"Szent István körút 25, V. kerület",2020-02-23,com
31095043,32,1,36.5,1140625,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/31095043,"Lipótváros, V. kerület",2020-02-23,com
31191067,30,1,36.9,1230000,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/31191067,"Belváros, V. kerület",2020-02-23,com
29685677,33,1,36.9,1118182,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+szent+istvan+korut/29685677,"Szent István körút, V. kerület",2020-02-23,com
30749155,31,1,37.9,1222581,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+stollar+bela+utca/30749155,"Stollár Béla utca, V. kerület",2020-02-23,com
31082992,30,1,39,1300000,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+bastya+utca/31082992,"Bástya utca, V. kerület",2020-02-23,com
30927517,30,1,39.9,1330000,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+bathory+utca/30927517,"Báthory utca, V. kerület",2020-02-23,com
30857671,30,1,39.9,1330000,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30857671,"Belváros, V. kerület",2020-02-23,com
29730860,26,1,44.9,1603571,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+vaci+utca+48/29730860,"Váci utca 48, V. kerület",2020-02-23,com
31034095,25,1,45,1800000,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+vaci+utca/31034095,"Váci utca, V. kerület",2020-02-23,com
30872788,27,1,45,1666667,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+sas+utca/30872788,"Sas utca, V. kerület",2020-02-23,com
30095555,33,2,45,1363636,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+hercegprimas+utca/30095555,"Hercegprímás utca, V. kerület",2020-02-23,com
31021213,27,1,48.98,1749114,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+kepiro+utca+4/31021213,"Képíró utca 4, V. kerület",2020-02-23,com
30866308,32,1,49.9,1559375,,Saját hirdetés,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+vorosmarty+ter+5/30866308,"Vörösmarty tér 5, V. kerület",2020-02-23,com
31127440,30,1,51,1700000,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+belgrad+rakpart/31127440,"Belgrád rakpart, V. kerület",2020-02-23,com
30643273,33,1,58,1611111,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet/30643273,"Belváros, V. kerület",2020-02-23,com
31029475,30,1,74.9,2416129,,,https://ingatlan.com/v-ker/elado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+marko+utca/31029475,"Markó utca, V. kerület",2020-02-23,com
