id,date,price,price_sqm,room,sqm,region,description,agency,source,url
9728848,2019-09-18,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9728848
9719876,2019-09-18,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9719876
9618092,2019-09-18,22.7,840740,2.0,27.0,,"*** V. KERÜLETI, BELSŐUDVAROS LAKÁS ELADÓ A SZENT ISTVÁN KÖRÚTON ***
Eladásra kínálok egy, tulajdoni lap szerint 27m2, két szintes (13,5+13,5m2) felújítandó garzont. Elhelyezkedése a Nyugati tér és a Jászai Mari tér között , a körúton van....",OTP Ingatlanpont Szépvölgyi út,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/22-millio-ft;27-negyzetmeter;2-szoba;tegla-epitesu/9618092
9737873,2019-09-18,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737873
9674865,2019-09-18,26.99,870645,1.0,31.0,,"A Világörökség részeként ismert és közkedvelt Belgrád rakpart és a népszerű Váci utca között, a díszburkolattal ellátott Molnár utcában, egy 1909-ben épült, szép házban, eladásra kínálunk egy 30nm-es, azonnal költözhető garzonlakást, jó...",Homexpress Ingatlaniroda,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/belvaros;26-millio-ft;31-negyzetmeter;1-szoba;tegla-epitesu/9674865
9729050,2019-09-30,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9729050
9737619,2019-09-30,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9737329,2019-09-30,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737329
9737301,2019-09-30,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9737301
9728848,2019-09-30,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9728848
9286302,2019-09-30,43.0,1433333,1.0,30.0,,"Eladó az V. kerületben egyedülálló panorámával rendelkező 6.emeleti 30 nm es lakás a
Liftes, rendezett épületben található a lakás.
Óriási ablakokból élvezheti a csodálatos kilátást, Deák tér -Hild tér parkot, a Szent István Bazilikát, Budapest...",Gold House Ingatlaniroda,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/43-millio-ft;30-negyzetmeter;0-szoba;tegla-epitesu/9286302
9752859,2019-09-30,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9752859
9608119,2019-09-30,22.7,840740,2.0,27.0,,"*** V. KERÜLETI, BELSŐUDVAROS LAKÁS ELADÓ A SZENT ISTVÁN KÖRÚTON ***
Eladásra kínálok egy, tulajdoni lap szerint 27m2, két szintes (13,5+13,5m2) felújítandó garzont. Elhelyezkedése a Nyugati tér és a Jászai Mari tér között , a körúton van....",,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/22-millio-ft;27-negyzetmeter;2-szoba;tegla-epitesu/9608119
9752840,2019-09-30,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9752840
9744984,2019-09-30,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9744984
9744403,2019-09-30,39.9,1246875,1.0,32.0,,Kiváló elosztású 1 szoba + galériás lakást kínálunk megvételre az V. kerületben. Az ingatlan a Vígszínháztól 1 perc sétára található.Második emeleti elhelyezkedésének és utcai tájolásának köszönhetően egész nap világos. A hasznos területet egy 5...,,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9744403
9744402,2019-09-30,37.5,1250000,1.0,30.0,,"Kiváló elosztású 1+1 szobás lakást kínálunk megvételre az V. kerületben. Az ingatlan a Vígszínháztól 1 perc sétára található. Felújítása jelenleg is zajlik, átadása Október 15. A lakás teljes körű felújításon esik át, melynek keretében a...",,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9744402
9721643,2019-09-30,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9721643
9721839,2019-09-30,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9721839
9737345,2019-09-30,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9737345
9630578,2019-09-30,44.3,1342424,1.0,33.0,,"EGYETEMISTÁK - BEFEKTETŐK- ELSŐ LAKÁSUKAT KERESŐK FIGYELEM!!!
Budapest 3 nagy egyetemének ( BME, Corvinus, ELTE ) közvetlen közelében kínálok eldásra egy igazi kis garzont, mely nem mellesleg gyönyörű PANORÁMÁVAL is meg van áldva!
A lakás...",GDN Ingatlaniroda.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/44-millio-ft;33-negyzetmeter;1-szoba;tegla-epitesu/9630578
9752059,2019-09-30,39.9,1246875,1.0,32.0,,"Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik.
A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai konyhás...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/lipotvaros;39-millio-ft;32-negyzetmeter;1-1-szoba;tegla-epitesu/9752059
9721669,2019-09-30,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721669
9721732,2019-09-30,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721732
9720076,2019-09-30,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9720076
9729336,2019-09-30,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9729336
9739324,2019-09-30,22.9,916000,1.0,25.0,,"A belváros szívében, teljesen felújított, álló galériával rendelkező, költözhető állapotú studio lakás alacsony fenntartási költséggel eladó.
A környéken rengeteg bolt, kávézó, illetve vendéglátó egység található. Az elhelyezkedés...",Tecnocasa,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/22-millio-ft;25-negyzetmeter;1-szoba;nincs-megadva-epitesu/9739324
9738993,2019-09-30,33.5,1155172,1.0,29.0,,"Váci utca sarkán, frekventált helyen, jó állapotú társasházban lévő, udvari nézetű lakás. Állapotát tekintve a hidegburkolatok közepes állapotúak, a szobában eredeti parketta van és karbantartott nyílászárók. A lakás alacsony fenntartási...",Tecnocasa,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/33-millio-ft;29-negyzetmeter;1-szoba;nincs-megadva-epitesu/9738993
9739093,2019-09-30,43.3,1443333,1.0,30.0,,"Budapest, 5th district, Vaci street, 30 m2 135.000 Euro
Vaci-street,sunny studio&balcony,view,newly furnished,internet,AC (5thVaci-utca,Ferencziek-tere,Main-Market)
5th-Vaci-street,sunny studio&balcony,view,newly furnished,internet
-near...",,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/43-millio-ft;30-negyzetmeter;1-szoba;nincs-megadva-epitesu/9739093
9738947,2019-09-30,43.3,1443333,1.0,30.0,,"Budapest, 5th district, Vaci street, 30 m2 130.000 Euro
Vaci-street,sunny studio&balcony,view,newly furnished,internet,AC (5thVaci-utca,Ferencziek-tere,Main-Market)
5th-Vaci-street,sunny studio&balcony,view,newly furnished,internet
-near...",,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/43-millio-ft;30-negyzetmeter;1-szoba;nincs-megadva-epitesu/9738947
9737341,2019-09-30,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9737341
9603730,2019-09-30,44.3,1342424,1.0,33.0,,"EGYETEMISTÁK - BEFEKTETŐK- ELSŐ LAKÁSUKAT KERESŐK FIGYELEM!!!
Budapest 3 nagy egyetemének ( BME, Corvinus, ELTE ) közvetlen közelében kínálok eldásra egy igazi kis garzont, mely nem mellesleg gyönyörű PANORÁMÁVAL is meg van áldva!
A lakás...",,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/44-millio-ft;33-negyzetmeter;1-szoba;tegla-epitesu/9603730
9352021,2019-09-30,28.6,1100000,1.0,26.0,,"Budapest V. kerületének központi közkedvelt részén, ötemeletes téglaépítésű társasház 2. emeletén, 26nm-es lakás eladó.
Az ingatlan falai fiatalos, halvány színekre lettek festve.
Szobái magas kopásállóságú és jó állapotban lévő laminált...",GREAT HOME,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/28-millio-ft;26-negyzetmeter;1-szoba;tegla-epitesu/9352021
9618092,2019-09-30,22.7,840740,2.0,27.0,,"*** V. KERÜLETI, BELSŐUDVAROS LAKÁS ELADÓ A SZENT ISTVÁN KÖRÚTON ***
Eladásra kínálok egy, tulajdoni lap szerint 27m2, két szintes (13,5+13,5m2) felújítandó garzont. Elhelyezkedése a Nyugati tér és a Jászai Mari tér között , a körúton van....",OTP Ingatlanpont Szépvölgyi út,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/22-millio-ft;27-negyzetmeter;2-szoba;tegla-epitesu/9618092
9737873,2019-09-30,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737873
9737704,2019-09-30,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9737704
9674865,2019-09-30,26.99,870645,1.0,31.0,,"A Világörökség részeként ismert és közkedvelt Belgrád rakpart és a népszerű Váci utca között, a díszburkolattal ellátott Molnár utcában, egy 1909-ben épült, szép házban, eladásra kínálunk egy 30nm-es, azonnal költözhető garzonlakást, jó...",Homexpress Ingatlaniroda,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/belvaros;26-millio-ft;31-negyzetmeter;1-szoba;tegla-epitesu/9674865
9721643,2019-10-10,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9721643
9721732,2019-10-10,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721732
9721669,2019-10-10,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721669
9766646,2019-10-10,37.5,1250000,1.0,30.0,,"V. kerületben, a Szent István körúton eladó 3 db, udvari és utcai nézetű, igényesen felújított apartman lakás:
30 m2-s, amerikai konyhás nappalis + 1 félszobás;
32 m2-s amerikai konyhás nappali + 6 m2 galériás;
20 m2-s amerikai konyhás...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9766646
9721839,2019-10-10,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9721839
9630578,2019-10-10,44.3,1342424,1.0,33.0,,"EGYETEMISTÁK - BEFEKTETŐK- ELSŐ LAKÁSUKAT KERESŐK FIGYELEM!!!
Budapest 3 nagy egyetemének ( BME, Corvinus, ELTE ) közvetlen közelében kínálok eldásra egy igazi kis garzont, mely nem mellesleg gyönyörű PANORÁMÁVAL is meg van áldva!
A lakás...",GDN Ingatlaniroda.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/44-millio-ft;33-negyzetmeter;1-szoba;tegla-epitesu/9630578
9752840,2019-10-10,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9752840
9752059,2019-10-10,39.9,1246875,1.0,32.0,,"Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik.
A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai konyhás...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/lipotvaros;39-millio-ft;32-negyzetmeter;1-1-szoba;tegla-epitesu/9752059
9737704,2019-10-10,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9737704
9729336,2019-10-10,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9729336
9739324,2019-10-10,22.9,916000,1.0,25.0,,"A belváros szívében, teljesen felújított, álló galériával rendelkező, költözhető állapotú studio lakás alacsony fenntartási költséggel eladó.
A környéken rengeteg bolt, kávézó, illetve vendéglátó egység található. Az elhelyezkedés...",Tecnocasa,hu,https://ingatlanok.hu/elado/lakas/budapest_v_ker/22-millio-ft;25-negyzetmeter;1-szoba;nincs-megadva-epitesu/9739324
